,address,metro,mt_dist,parking,rooms,floor_bld,floor,square,price_p_m,price,lat,lng
1511,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
1512,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1513,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
1514,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
1515,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
1516,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
1517,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
1518,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
1519,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
1520,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
1521,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
1522,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
1523,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
1524,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
1525,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
1526,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
1527,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
1528,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
1529,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
1530,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
1531,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
1532,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
1533,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
1534,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
1535,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
1536,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
1537,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
1538,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
1539,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1540,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
1541,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
1542,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
1543,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
1544,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
1545,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
1546,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
1547,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
1548,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
1549,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
1550,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
1551,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
1552,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
1553,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
1554,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
1555,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
1556,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
1557,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
1558,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
1559,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
1560,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
1561,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
1562,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
1563,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
1564,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
1565,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
1566,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1567,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
1568,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
1569,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
1570,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
1571,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
1572,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
1573,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
1574,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
1575,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
1576,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
1577,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
1578,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
1579,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
1580,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
1581,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
1582,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
1583,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
1584,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
1585,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
1586,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
1587,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
1588,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
1589,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
1590,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
1591,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
1592,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
1593,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1594,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
1595,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
1596,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
1597,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
1598,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
1599,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
1600,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
1601,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
1602,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
1603,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
1604,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
1605,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
1606,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
1607,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
1608,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
1609,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
1610,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
1611,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
1612,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
1613,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
1614,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
1615,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
1616,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
1617,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
1618,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
1619,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
1620,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1621,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
1622,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
1623,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
1624,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
1625,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
1626,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
1627,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
1628,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
1629,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
1630,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
1631,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
1632,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
1633,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
1634,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
1635,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
1636,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
1637,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
1638,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
1639,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
1640,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
1641,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
1642,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
1643,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
1644,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
1645,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
1646,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
1647,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1648,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
1649,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
1650,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
1651,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
1652,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
1653,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
1654,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
1655,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
1656,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
1657,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
1658,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
1659,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
1660,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
1661,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
1662,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
1663,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
1664,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
1665,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
1666,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
1667,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
1668,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
1669,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
1670,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
1671,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
1672,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
1673,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
1674,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1675,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
