,address,metro,mt_dist,parking,rooms,floor_bld,floor,square,price_p_m,price,lat,lng
0,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
1,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
2,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
3,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
4,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
5,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
6,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
7,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
8,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
9,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
10,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
11,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
12,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
13,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
14,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
15,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
16,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
17,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
18,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
19,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
20,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
21,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
22,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
23,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
24,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
25,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
26,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
27,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
28,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
29,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
30,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
31,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
32,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
33,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
34,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
35,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
36,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
37,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
38,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
39,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
40,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
41,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
42,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
43,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
44,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
45,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
46,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
47,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
48,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
49,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
50,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
51,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
52,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
53,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
54,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
55,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
56,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
57,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
58,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
59,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
60,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
61,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
62,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
63,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
64,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
65,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
66,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
67,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
68,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
69,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
70,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
71,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
72,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
73,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
74,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
75,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
76,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
77,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
78,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
79,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
80,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
81,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
82,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
83,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
84,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
85,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
86,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
87,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
88,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
89,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
90,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
91,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
92,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
93,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
94,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
95,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
96,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
97,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
98,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
99,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
100,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
101,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
102,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
103,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
104,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
105,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
106,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
107,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
108,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
109,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
110,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
111,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
112,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
113,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
114,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
115,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
116,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
117,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
118,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
119,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
120,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
121,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
122,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
123,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
124,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
125,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
126,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
127,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
128,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
129,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
130,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
131,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
132,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
133,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
134,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
135,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
136,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
137,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
138,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
139,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
140,"Москва, Верхняя Красносельская улица, 19с2, Красносельский, Москва",Красносельская,197.0,True,2.0,14.0,6.0,57.0,2105.0,120000.0,55.78158029999999,37.6658138
141,"Москва, 1-й Красногвардейский проезд, 21с2, Пресненский, Москва",Международная,106.0,False,2.0,80.0,30.0,100.0,2940.0,294000.0,55.7497139,37.53422
142,"Москва, Пресненская набережная, 8с1, Пресненский, Москва",Деловой центр,223.0,True,3.0,76.0,22.0,220.0,1818.0,400000.0,55.7480754,37.5402587
143,"Москва, 1-й Красногвардейский проезд, 22, Пресненский, Москва",Деловой центр,311.0,False,2.0,77.0,19.0,62.0,2742.0,170000.0,55.7514248,37.5356575
144,"Москва, 1-й Красногвардейский проезд, вл17-18, Пресненский, Москва",Международная,282.0,False,2.0,63.0,17.0,65.0,2615.0,170000.0,55.7514032,37.53526799999999
145,"Москва, 1-й Красногвардейский проезд, 15, Пресненский, Москва",Деловой центр,154.0,False,2.0,80.0,45.0,80.0,2738.0,219000.0,55.75042639999999,37.5391235
146,"Москва, Новомарьинская улица, 15, Марьино, Москва",Братиславская,861.0,False,1.0,18.0,3.0,40.0,925.0,37000.0,55.6571779,37.763393
147,"Москва, Большая Грузинская улица, вл69-71, Тверской, Москва",Белорусская,438.0,False,3.0,9.0,3.0,140.0,3000.0,420000.0,55.7686857,37.5804104
148,"Москва, улица Мусы Джалиля, Зябликово, Москва",Шипиловская,86.0,False,1.0,22.0,8.0,38.0,921.0,35000.0,55.6214315,37.743071
149,"Москва, Дмитровское шоссе, 122Гк1, Северный, Москва",Алтуфьево,3500.0,False,3.0,4.0,3.0,135.0,889.0,120000.0,55.9319438,37.5469833
150,"Москва, Строгинский бульвар, 4, Строгино, Москва",Строгино,421.0,False,1.0,22.0,14.0,39.0,1410.0,55000.0,55.8042837,37.3967948
151,"Москва, Веерная улица, 30к6, Очаково-Матвеевское, Москва",Раменки,2000.0,True,1.0,15.0,13.0,44.0,1591.0,70000.0,55.7099072,37.4768696
152,"Москва, Старопименовский переулок, 10, Тверской, Москва",Маяковская,378.0,True,3.0,12.0,4.0,125.0,2640.0,330000.0,55.76932499999999,37.602262
153,"Москва, Минская улица, 1Гк2, Раменки, Москва",Ломоносовский проспект,1200.0,True,5.0,22.0,15.0,242.0,1860.0,450000.0,55.7131504,37.5011405
154,"Москва, Куркинское шоссе, 42, Куркино, Москва",Планерная,3800.0,False,5.0,4.0,4.0,200.0,800.0,160000.0,55.885998,37.396068
155,"Москва, улица Пресненский Вал, 14к4, Пресненский, Москва",Улица 1905 года,454.0,True,2.0,14.0,8.0,60.0,5000.0,300000.0,55.7665574,37.56713939999999
156,"Москва, улица Мусы Джалиля, 8к2, Зябликово, Москва",Шипиловская,763.0,False,1.0,22.0,7.0,35.0,1000.0,35000.0,55.6270631,37.7368785
157,"Москва, Ленинградский проспект, 36с31, Аэропорт, Москва",Динамо,612.0,False,3.0,10.0,6.0,94.0,3723.0,350000.0,55.7883316,37.5678188
158,"Москва, Ярославское шоссе, 116к1, Ярославский, Москва",Бабушкинская,2800.0,False,1.0,16.0,16.0,40.0,950.0,38000.0,55.8667279,37.7081283
159,"Москва, улица Покрышкина, 8к1, Тропарёво-Никулино, Москва",Юго-Западная,890.0,True,3.0,15.0,10.0,142.5,1368.0,195000.0,55.6657863,37.4706945
160,"Москва, Пятницкое шоссе, 21, Митино, Москва",Митино,613.0,False,1.0,25.0,18.0,40.5,1296.0,52500.0,55.8478297,37.3700883
161,"Москва, 1-й Красногвардейский проезд, 21с1, Пресненский, Москва",Международная,176.0,False,2.0,86.0,36.0,70.0,2557.0,179000.0,55.7500459,37.5340715
162,"Москва, 1-й Красногвардейский проезд, 22с2, Пресненский, Москва",Международная,357.0,False,1.0,71.0,45.0,50.0,4980.0,249000.0,55.7514248,37.5356575
163,"Москва, улица Народного Ополчения, 11, Хорошёво-Мнёвники, Москва",Хорошево,2100.0,True,3.0,24.0,4.0,60.0,1750.0,105000.0,55.7723397,37.4742695
164,"ул Новокосинская Д.14 КОРП.7, Новокосино, Москва",Новокосино,848.0,False,2.0,22.0,2.0,58.0,914.0,52990.0,55.7384417,37.8574383
165,"Москва, Нижняя Первомайская улица, 19А, Измайлово, Москва",Первомайская,348.0,False,2.0,5.0,1.0,48.0,833.0,40000.0,55.79142599999999,37.7976839
166,"Москва, Нагорная улица, 36, Котловка, Москва",Нагорная,1100.0,False,2.0,5.0,4.0,45.0,1111.0,50000.0,55.67207699999999,37.593827
